Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Avery 51,Corporate,United States,San Diego,California,Office Supplies,Labels,-0.3385,-0.756643,-0.085221,0
Xerox 195,Corporate,United States,Brownsville,Texas,Office Supplies,Paper,-0.351677,0.212153,-0.106366,1
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Corporate,United States,Brownsville,Texas,Office Supplies,Storage,0.011614,0.212153,-0.033772,2
Xerox 2,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,-0.360509,0.212153,-0.11459,1
Xerox 1893,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,-0.263592,0.212153,-0.020844,1
"Executive Impressions 14"" Contract Wall Clock",Consumer,United States,Knoxville,Tennessee,Furniture,Furnishings,-0.226147,0.212153,-0.060651,1
Newell Chalk Holder,Home Office,United States,Houston,Texas,Office Supplies,Art,-0.352922,0.212153,-0.108583,1
Geemarc AmpliPOWER60,Consumer,United States,Bolingbrook,Illinois,Technology,Phones,-0.130578,0.212153,-0.051027,1
Avery 498,Consumer,United States,Chicago,Illinois,Office Supplies,Labels,-0.353988,0.212153,-0.109011,1
Cardinal EasyOpen D-Ring Binders,Consumer,United States,Waynesboro,Virginia,Office Supplies,Binders,-0.354161,-0.756643,-0.102826,0
Easy-staple paper,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.284169,-0.756643,-0.018729,0
"Eberhard Faber 3 1/2"" Golf Pencils",Consumer,United States,Visalia,California,Office Supplies,Art,-0.344951,-0.756643,-0.106455,0
Xerox 1900,Consumer,United States,Visalia,California,Office Supplies,Paper,-0.313886,-0.756643,-0.056559,0
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Consumer,United States,Visalia,California,Office Supplies,Storage,0.051157,-0.756643,0.157005,0
Staple holder,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,-0.22788,-0.756643,-0.021089,0
Dax Clear Box Frame,Home Office,United States,Los Angeles,California,Furniture,Furnishings,-0.312795,-0.756643,-0.071651,0
Easy-staple paper,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.344854,-0.756643,-0.09236,0
"Master Caster Door Stop, Large Neon Orange",Consumer,United States,New York City,New York,Furniture,Furnishings,-0.345464,-0.756643,-0.095608,0
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.132658,0.212153,-0.248,1
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Corporate,United States,Chicago,Illinois,Office Supplies,Art,-0.347056,0.212153,-0.108579,1
Rogers Handheld Barrel Pencil Sharpener,Home Office,United States,Henderson,Kentucky,Office Supplies,Art,-0.360034,-0.756643,-0.116019,0
"Alliance Super-Size Bands, Assorted Sizes",Home Office,United States,Henderson,Kentucky,Office Supplies,Fasteners,-0.318892,-0.756643,-0.121007,0
Southworth 25% Cotton Granite Paper & Envelopes,Home Office,United States,Henderson,Kentucky,Office Supplies,Paper,-0.358333,-0.756643,-0.109493,0
Globe Weis Peel & Seel First Class Envelopes,Home Office,United States,Huntington Beach,California,Office Supplies,Envelopes,-0.34832,-0.756643,-0.097785,0
Avery Binding System Hidden Tab Executive Style Index Sets,Home Office,United States,New York City,New York,Office Supplies,Binders,-0.3392,0.212153,-0.092777,1
Staples in misc. colors,Home Office,United States,Fargo,North Dakota,Office Supplies,Art,-0.364847,-0.756643,-0.11863,0
Wilson Jones Impact Binders,Home Office,United States,Fargo,North Dakota,Office Supplies,Binders,-0.327268,-0.756643,-0.068158,0
Xerox 1903,Home Office,United States,Dover,New Hampshire,Office Supplies,Paper,-0.32085,-0.756643,-0.059791,0
Xerox 1996,Consumer,United States,San Diego,California,Office Supplies,Paper,-0.348031,-0.756643,-0.095779,0
"Seth Thomas 13 1/2"" Wall Clock",Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.19765,-0.756643,0.018843,0
iOttie HLCRIO102 Car Mount,Consumer,United States,Utica,New York,Technology,Phones,-0.176373,-0.756643,-0.096734,0
Xerox 1953,Consumer,United States,Houston,Texas,Office Supplies,Paper,-0.352345,0.212153,-0.108632,1
Acco Suede Grain Vinyl Round Ring Binder,Consumer,United States,Westminster,California,Office Supplies,Binders,-0.36169,0.212153,-0.116164,1
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Consumer,United States,Westminster,California,Furniture,Furnishings,0.075146,-0.756643,0.090277,0
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,United States,Westminster,California,Office Supplies,Fasteners,-0.360868,-0.756643,-0.112384,0
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,United States,Westminster,California,Office Supplies,Art,-0.253425,-0.756643,-0.033298,0
"Eldon 200 Class Desk Accessories, Burgundy",Consumer,United States,Westminster,California,Furniture,Furnishings,-0.338596,-0.756643,-0.088556,0
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Consumer,United States,Westminster,California,Technology,Accessories,-0.142628,-0.756643,-0.038084,0
GE 30524EE4,Consumer,United States,Westminster,California,Technology,Phones,0.385932,0.212153,0.103567,2
Manco Dry-Lighter Erasable Highlighter,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.359071,-0.756643,-0.113511,0
AT&T CL83451 4-Handset Telephone,Consumer,United States,Los Angeles,California,Technology,Phones,-0.104404,0.212153,-0.043193,2
Staple envelope,Corporate,United States,Atlantic City,New Jersey,Office Supplies,Envelopes,-0.331344,-0.756643,-0.072474,0
AT&T CL82213,Consumer,United States,San Francisco,California,Technology,Phones,-0.2944,0.212153,-0.100059,1
Xerox 1950,Consumer,United States,Columbus,Ohio,Office Supplies,Paper,-0.353988,0.212153,-0.108024,1
"Tenex File Box, Personal Filing Tote with Lid, Black",Consumer,United States,Columbus,Ohio,Office Supplies,Storage,-0.269278,0.212153,-0.102472,1
"SAFCO Mobile Desk Side File, Wire Frame",Consumer,United States,Columbus,Ohio,Office Supplies,Storage,0.015401,0.212153,-0.045668,2
Crayola Colored Pencils,Consumer,United States,Columbus,Ohio,Office Supplies,Art,-0.347775,0.212153,-0.113234,1
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Consumer,United States,Richmond,Kentucky,Office Supplies,Binders,-0.321716,-0.756643,-0.06468,0
Belkin F9M820V08 8 Outlet Surge,Consumer,United States,Richmond,Kentucky,Office Supplies,Appliances,-0.024001,-0.756643,0.143711,0
"Avery Durable Slant Ring Binders, No Labels",Consumer,United States,Richmond,Kentucky,Office Supplies,Binders,-0.343282,-0.756643,-0.090393,0
Logitech ClearChat Comfort/USB Headset H390,Consumer,United States,Richmond,Kentucky,Technology,Accessories,-0.133835,-0.756643,0.083978,0
Eldon Gobal File Keepers,Consumer,United States,Richmond,Kentucky,Office Supplies,Storage,-0.344533,-0.756643,-0.11975,0
Avery 492,Consumer,United States,Richmond,Kentucky,Office Supplies,Labels,-0.359584,-0.756643,-0.111024,0
"Global Push Button Manager's Chair, Indigo",Consumer,United States,Lancaster,Ohio,Furniture,Chairs,-0.232042,0.696552,-0.127534,3
Peel & Seel Envelopes,Consumer,United States,Gresham,Oregon,Office Supplies,Envelopes,-0.333962,0.212153,-0.089871,1
Staple envelope,Corporate,United States,San Francisco,California,Office Supplies,Envelopes,-0.253489,-0.756643,0.018817,0
Stackable Trays,Corporate,United States,San Francisco,California,Furniture,Furnishings,-0.354,-0.756643,-0.109713,0
Xerox 1895,Corporate,United States,San Francisco,California,Office Supplies,Paper,-0.311254,-0.756643,-0.053409,0
"Wilson Jones Hanging View Binder, White, 1""",Corporate,United States,San Francisco,California,Office Supplies,Binders,-0.341485,0.212153,-0.098694,1
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,United States,Longmont,Colorado,Furniture,Furnishings,0.058558,0.212153,-0.179188,2
"Global Manager's Adjustable Task Chair, Storm",Consumer,United States,Longmont,Colorado,Furniture,Chairs,0.406406,0.212153,0.109695,2
"Global High-Back Leather Tilter, Burgundy",Consumer,United States,Greenville,North Carolina,Furniture,Chairs,-0.05307,0.212153,-0.216843,2
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Consumer,United States,Greenville,North Carolina,Furniture,Bookcases,0.003309,0.212153,-0.097584,2
Acme Tagit Stainless Steel Antibacterial Scissors,Corporate,United States,Los Angeles,California,Office Supplies,Supplies,-0.321171,-0.756643,-0.088103,0
Xerox 1880,Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.255094,-0.756643,0.019879,0
Letter Size Cart,Corporate,United States,Denver,Colorado,Office Supplies,Storage,-0.185442,0.212153,-0.067448,1
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Corporate,United States,Denver,Colorado,Technology,Phones,-0.289214,0.212153,-0.101155,1
Macally Suction Cup Mount,Corporate,United States,Denver,Colorado,Technology,Phones,-0.276788,0.212153,-0.183553,1
"Peel & Seel Recycled Catalog Envelopes, Brown",Corporate,United States,New York City,New York,Office Supplies,Envelopes,-0.313084,-0.756643,-0.048183,0
3M Organizer Strips,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.348031,0.212153,-0.102971,1
Xerox 2000,Corporate,United States,New York City,New York,Office Supplies,Paper,-0.327236,-0.756643,-0.069223,0
DIXON Ticonderoga Erasable Checking Pencils,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.333012,0.212153,-0.099706,1
"Master Big Foot Doorstop, Beige",Consumer,United States,Long Beach,New York,Furniture,Furnishings,-0.317994,-0.756643,-0.080411,0
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Consumer,United States,Lancaster,Pennsylvania,Furniture,Chairs,-0.094786,0.696552,-0.122336,3
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Consumer,United States,Chicago,Illinois,Furniture,Bookcases,-0.049925,0.696552,-0.122336,3
Logitech MX Performance Wireless Mouse,Home Office,United States,Denver,Colorado,Technology,Accessories,-0.266416,0.212153,-0.064437,1
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Consumer,United States,Seattle,Washington,Furniture,Bookcases,-0.290876,-0.756643,-0.089154,0
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Corporate,United States,Houston,Texas,Technology,Accessories,-0.291845,0.212153,-0.086494,1
Xerox 230,Corporate,United States,Houston,Texas,Office Supplies,Paper,-0.335554,0.212153,-0.091353,1
Prang Colored Pencils,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.326369,-0.756643,-0.071505,0
Xerox 1933,Consumer,United States,Los Angeles,California,Office Supplies,Paper,-0.29001,-0.756643,-0.02378,0
Advantus Plastic Paper Clips,Consumer,United States,Los Angeles,California,Office Supplies,Fasteners,-0.344758,-0.756643,-0.091599,0
"Eldon Base for stackable storage shelf, platinum",Corporate,United States,Newport News,Virginia,Office Supplies,Storage,-0.056414,-0.756643,-0.080777,0
SANFORD Liquid Accent Tank-Style Highlighters,Corporate,United States,Newport News,Virginia,Office Supplies,Art,-0.36427,-0.756643,-0.118577,0
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Corporate,United States,Los Angeles,California,Office Supplies,Storage,-0.012673,-0.756643,-0.103385,0
WD My Passport Ultra 500GB Portable External Hard Drive,Corporate,United States,Los Angeles,California,Technology,Accessories,0.009855,-0.756643,0.048936,0
"Maxell 74 Minute CD-R Spindle, 50/Pack",Corporate,United States,Seattle,Washington,Technology,Accessories,-0.30153,-0.756643,-0.057881,0
Samsung Rugby III,Corporate,United States,Seattle,Washington,Technology,Phones,-0.284118,0.212153,-0.102616,1
Newell 315,Consumer,United States,Morristown,New Jersey,Office Supplies,Art,-0.340041,-0.756643,-0.103189,0
Fellowes High-Stak Drawer Files,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,0.309682,0.212153,-0.054642,2
Novimex Turbo Task Chair,Corporate,United States,New York City,New York,Furniture,Chairs,-0.163819,-0.272245,-0.110215,0
Avery 492,Corporate,United States,Springfield,Virginia,Office Supplies,Labels,-0.345721,-0.756643,-0.094058,0
Xerox 1919,Corporate,United States,Springfield,Virginia,Office Supplies,Paper,-0.171511,-0.756643,0.134893,0
American Pencil,Corporate,United States,Springfield,Virginia,Office Supplies,Art,-0.353872,-0.756643,-0.110797,0
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,United States,Springfield,Virginia,Office Supplies,Binders,-0.171559,-0.756643,0.129582,0
DAX Cubicle Frames - 8x10,Consumer,United States,Roseville,California,Furniture,Furnishings,-0.341051,-0.756643,-0.100167,0
Boston KS Multi-Size Manual Pencil Sharpener,Consumer,United States,Rockford,Illinois,Office Supplies,Art,-0.162246,0.212153,-0.067375,1
"6"" Cubicle Wall Clock, Black",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,-0.275363,0.212153,-0.072604,1
"Global Task Chair, Black",Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,-0.254507,0.696552,-0.20489,3
Newell 329,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,-0.356196,0.212153,-0.119815,1
Premium Transparent Presentation Covers by GBC,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,-0.133177,-0.756643,0.178596,0
Cardinal EasyOpen D-Ring Binders,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,-0.310163,-0.756643,-0.044299,0
Jabra SPEAK 410,Corporate,United States,Los Angeles,California,Technology,Phones,-0.006871,0.212153,-0.026038,2
Newell 313,Consumer,United States,Springfield,Oregon,Office Supplies,Art,-0.360406,0.212153,-0.120375,1
Boston 16701 Slimline Battery Pencil Sharpener,Consumer,United States,Springfield,Oregon,Office Supplies,Art,-0.307442,0.212153,-0.101921,1
Riverleaf Stik-Withit Designer Note Cubes,Consumer,United States,Springfield,Oregon,Office Supplies,Paper,-0.304258,0.212153,-0.066506,1
Xerox 1960,Consumer,United States,Springfield,Oregon,Office Supplies,Paper,-0.130219,0.212153,0.076044,2
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Consumer,United States,Springfield,Oregon,Technology,Accessories,-0.279098,0.212153,-0.050719,1
Xerox 213,Corporate,United States,Providence,Rhode Island,Office Supplies,Paper,-0.348031,-0.756643,-0.095779,0
Economy Rollaway Files,Consumer,United States,Dallas,Texas,Office Supplies,Storage,0.055297,0.212153,-0.037707,2
Xerox 2,Consumer,United States,San Francisco,California,Office Supplies,Paper,-0.327236,-0.756643,-0.069223,0
Newell 350,Consumer,United States,San Francisco,California,Office Supplies,Art,-0.331986,-0.756643,-0.093911,0
Xerox 220,Consumer,United States,Moreno Valley,California,Office Supplies,Paper,-0.337634,-0.756643,-0.082501,0
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Consumer,United States,Garden City,Kansas,Office Supplies,Paper,-0.353519,-0.756643,-0.104009,0
"Advantus Push Pins, Aluminum Head",Consumer,United States,Garden City,Kansas,Office Supplies,Fasteners,-0.359504,-0.756643,-0.114647,0
"Sanford Colorific Colored Pencils, 12/Box",Consumer,United States,Garden City,Kansas,Office Supplies,Art,-0.359584,-0.756643,-0.114959,0
"DAX Value U-Channel Document Frames, Easel Back",Consumer,United States,New York City,New York,Furniture,Furnishings,-0.344902,-0.756643,-0.102604,0
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Consumer,United States,Watertown,New York,Office Supplies,Paper,-0.339078,-0.756643,-0.085137,0
Chromcraft Rectangular Conference Tables,Corporate,United States,Los Angeles,California,Furniture,Tables,-0.064636,0.212153,-0.081871,2
Griffin GC17055 Auxiliary Audio Cable,Corporate,United States,Los Angeles,California,Technology,Phones,-0.253361,0.212153,-0.091616,1
Staples in misc. colors,Consumer,United States,Los Angeles,California,Office Supplies,Art,-0.356889,-0.756643,-0.111219,0
Belkin 7 Outlet SurgeMaster II,Home Office,United States,Newark,Delaware,Office Supplies,Appliances,-0.305478,-0.756643,-0.075145,0
Westinghouse Clip-On Gooseneck Lamps,Home Office,United States,Detroit,Michigan,Furniture,Furnishings,-0.247953,-0.756643,-0.038724,0
Fellowes Command Center 5-outlet power strip,Corporate,United States,Phoenix,Arizona,Office Supplies,Appliances,0.153678,0.212153,-0.000701,2
Belkin Standard 104 key USB Keyboard,Corporate,United States,Phoenix,Arizona,Technology,Accessories,-0.331369,0.212153,-0.128564,1
Avery 506,Corporate,United States,Phoenix,Arizona,Office Supplies,Labels,-0.342319,0.212153,-0.099415,1
"Global Stack Chair without Arms, Black",Home Office,United States,Brownsville,Texas,Furniture,Chairs,-0.16456,0.696552,-0.161153,3
GBC ProClick Spines for 32-Hole Punch,Consumer,United States,Louisville,Kentucky,Office Supplies,Binders,-0.348721,-0.756643,-0.097195,0
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Consumer,United States,Louisville,Kentucky,Office Supplies,Art,-0.31334,-0.756643,-0.079525,0
Newell 34,Corporate,United States,Newark,Delaware,Office Supplies,Art,-0.273322,-0.756643,-0.056272,0
Staple envelope,Corporate,United States,Newark,Delaware,Office Supplies,Envelopes,-0.275825,-0.756643,-0.006044,0
Easy-staple paper,Corporate,United States,Newark,Delaware,Office Supplies,Paper,-0.259651,-0.756643,0.01999,0
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Home Office,United States,Pueblo,Colorado,Technology,Accessories,-0.259779,0.212153,-0.118709,1
